"KODE","TEKST","N3"
"S01820","SYFILIS",""
"S01830","TETANUS",""
"S01880","TUBERKULOSE",""
"S01882","AKUT TUBERKULOSE",""
"S01884","AKUT MILIÆR TUBERKULOSE",""
"S01889","INAKTIV TUBERKULOSE",""
"S01890","TULARÆMI",""
"S01900","TYFUS",""
"S03160","CAT SCRATCH DISEASE",""
"S03220","LYMPHOGRANULOMA INGUINALE SIVE VENEREUM",""
"S03220","LYMFOGRANULOMA INGUINALE SIVE VENEREUM",""
"S03220","LYMFOGRANULOMA INGUINALE SIVE VENERUM",""
"S03240","ORNITOSE",""
"S03760","ORF",""
"S04040","HERPES SIMPLEX",""
"S04060","HERPES ZOSTER",""
"S04100","MONONUKLEOSE",""
"S04300","MÆSLINGER",""
"S04500","POLIOMYELITIS",""
"S04540","PROGRESSIV MULTIFOKAL LEUKOENCEFALOPATI",""
"S04550","MILKERS NODULE",""
"S04670","RUBELLA",""
"S04840","CREUTZFELDT-JAKOBS SYGDOM",""
"S05200","VIRUSHEPATITIS",""
"S05201","AKUT VIRUSHEPATITIS",""
"S05202","KRONISK VIRUSHEPATITIS",""
"S05203","AKUT FULMINANT VIRUSHEPATITIS",""
"S05204","KRONISK AKTIV HEPATITIS",""
"S05205","KRONISK PERSISTERENDE HEPATITIS",""
"S05206","KRONISK AGGRESSIV HEPATITIS",""
"S05208","RECIDIVERENDE HEPATITIS",""
"S05210","VIRUSHEPATITIS, TYPE A",""
"S05211","AKUT VIRUSHEPATITIS, TYPE A",""
"S05220","VIRUSHEPATITIS, TYPE B",""
"S05221","AKUT VIRUSHEPATITIS, TYPE B",""
"S05222","KRONISK VIRUSHEPATITIS, TYPE B",""
"S05224","KRONISK AKTIV VIRUSHEPATITIS, TYPE B",""
"S05225","KRONISK PERSISTERENDE VIRUSHEPATITIS, TYPE B",""
"S05226","KRONISK AGGRESSIV VIRUSHEPATITIS, TYPE B",""
"S05230","NEONATAL HEPATITIS",""
"S05240","VIRUSHEPATITIS, TYPE NON-A, NON-B",""
"S05241","AKUT VIRUSHEPATITIS, TYPE NON-A, NON-B",""
"S05242","KRONISK VIRUSHEPATITIS, TYPE NON-A, NON-B",""
"S05244","KRONISK AKTIV VIRUSHEPATITIS, TYPE NON-A, NON-B",""
"S05245","KRONISK PERSISTERENDE VIRUSHEPATITIS, TYPE NON-A, NON-B",""
"S05246","KRONISK AGGRESSIV VIRUSHEPATITIS, TYPE NON-A, NON-B",""
"S05250","VIRUSHEPATITIS, TYPE C",""
"S05250","VIRUS HEPATITIS, TYPE C",""
"S05251","AKUT VIRUSHEPATITIS, TYPE C",""
"S05251","AKUT VIRUS HEPATITIS, TYPE C",""
"S05252","KRONISK VIRUSHEPATITIS, TYPE C",""
"S05252","KRONISK VIRUS HEPATITIS, TYPE C",""
"S05254","KRONISK AKTIV VIRUSHEPATITIS, TYPE C",""
"S05254","KRONISK AKTIV VIRUS HEPATITIS, TYPE C",""
"S05255","KRONISK PERSISTERENDE VIRUSHEPATITIS, TYPE C",""
"S05255","KRONISK PERSISTERENDE VIRUS HEPATITIS, TYPE C",""
"S05256","KRONISK AGGRESSIV VIRUSHEPATITIS, TYPE C",""
"S05256","KRONISK AGGRESSIV VIRUS HEPATITIS, TYPE C",""
"S05260","HEPATITIS D",""
"S05270","HEPATITIS E",""
"S05570","CANDIDIASIS",""
"S05750","DERMATOFYTOSE",""
"S05870","TINEA VERSICOLOR",""
"S06830","EKINOKOKKOSE",""
"S06830","ECHINOCOCCOSE",""
"S07200","MALARIA",""
"S07410","SCABIES",""
"S07430","SCHISTOSOMIASIS",""
"S07570","TOKSOPLASMOSE",""
"S07570","TOXOPLASMOSE",""
"S08040","BEHCETS SYGDOM",""
"S08250","OZENA",""
"S08280","SARKOIDOSE",""
"S08280","SARKOIDOSE",""
"S08330","TORCH BABY SYNDROM",""
"S08400","WHIPPLES SYGDOM",""
"S10000","METABOLISK SYGDOM",""
"S10010","MEDFØDT STOFSKIFTESYGDOM",""
"S10050","AFLEJRINGSSYGDOM",""
"S10140","MALNUTRITION",""
"S10600","ENZYMOPATI",""
"S10650","MALIGN HYPERTERMI",""
"S10660","HYPOFOSFATASI",""
"S10700","ALFA-1-ANTITRYPSINMANGEL SYGDOM",""
"S11830","KONDROKALCINOSE",""
"S11920","HÆMOKROMATOSE",""
"S12010","ARTHRITIS URICA",""
"S12510","GLYKOGENOSE",""
"S13510","HYPERLIPIDÆMI",""
"S14000","LIPOIDOSE",""
"S14200","NIEMANN-PICKS SYGDOM",""
"S14300","GAUCHERS SYGDOM",""
"S14350","FABRYS SYGDOM",""
"S14700","LIPOFUSCINOSE",""
"S15070","DUBIN-JOHNSONS SYNDROM",""
"S15120","HÆMOLYTISK IKTERUS",""
"S16200","TYROSINÆMI",""
"S17310","CYSTINOSE",""
"S18010","HYPOVITAMINOSE",""
"S20010","ENDOKRINT SYNDROM",""
"S20020","HIRSUTISME",""
"S20220","HERMAFRODITISME",""
"S20240","PSEUDOHERMAFRODITISME",""
"S20250","ALBRIGHTS SYNDROM",""
"S20400","NEUROENDOKRINT SYNDROM",""
"S21410","AKROMEGALI",""
"S21900","TYROTOKSIKOSE",""
"S21900","THYROTOKSIKOSE",""
"S21900","TYREOTOKSIKOSE",""
"S21930","TOKSISK STRUMA",""
"S21940","NODØS TOKSISK STRUMA",""
"S22000","HYPOTYROIDISME",""
"S22000","HYPOTYROSE",""
"S22010","MYKSØDEM",""
"S22030","JODMANGEL STRUMA",""
"S22200","KRETINISME",""
"S22610","HYPERPARATYROIDISME",""
"S22610","HYPERPARATHYROIDISME",""
"S23020","CUSHINGS SYNDROM",""
"S23060","ADRENOGENITALT SYNDROM",""
"S23110","PRIMÆR HYPERALDOSTERONISME",""
"S23120","SEKUNDÆR HYPERALDOSTERONISME",""
"S23300","ADRENOKORTIKAL INSUFFICIENS",""
"S23320","ADDISONS SYNDROM",""
"S23810","DIABETES MELLITUS",""
"S23920","KIMMELSTIEL-WILSONS SYNDROM",""
"S24200","HYPERINSULINISME SYNDROM",""
"S25020","PRÆEKLAMPSI",""
"S25030","EKLAMPSI",""
"S25180","PLACENTAINSUFFICIENS",""
"S25180","PLACENTARINSUFFICIENS",""
"S25190","TVILLING-TVILLING TRANSFUSIONSSYNDROM",""
"S25210","MATERNELT-FØTALT TRANSFUSIONSSYNDROM",""
"S25210","MATERNELT FØTALT TRANSFUSIONSSYNDROM",""
"S25340","HERPES GESTATIONIS",""
"S25350","IMPETIGO HERPETIFORMIS",""
"S26100","HYPOGONADISME, KVINDE",""
"S26510","TESTIKULÆR FEMINISATION",""
"S26530","HYPOGONADISME, MAND, INDUCERET",""
"S26780","MANDLIG PSEUDOHERMAFRODITISME",""
"S27510","POSTMASTEKTOMI LYMFANGIOSARKOM SYNDROM (STEWART-TREVE)",""
"S27610","MAZOPLASI",""
"S27620","GYNÆKOMASTI",""
"S27650","HYDROSALPINX",""
"S29010","MULTIPEL ENDOKRIN ADENOMATOSE",""
"S29020","MULTIPEL ENDOKRIN ADENOMATOSE, TYPE I, WERMER",""
"S29030","MULTIPEL ENDOKRIN ADENOMATOSE, TYPE IIA, SIPPLE",""
"S29040","MULTIPEL ENDOKRIN ADENOMATOSE, TYPE IIB",""
"S29390","ZOLLINGER-ELLISONS SYNDROM",""
"S29400","VERNER-MORRISONS SYNDROM",""
"S29440","KARCINOID SYNDROM",""
"S29470","FÆOKROMOCYTOM SYNDROM",""
"S30710","REUMATOID ARTHRITIS",""
"S30760","FELTYS SYNDROM",""
"S31510","OSTEOARTROSE",""
"S34100","OSTEOGENESIS IMPERFECTA CONGENITA",""
"S34570","RELAPSING POLYCHONDRITIS",""
"S35150","KAWASAKIS SYGDOM",""
"S35400","URTICARIA",""
"S35600","URTICARIA PIGMENTOSA",""
"S35650","BENIGN SYSTEMISK MASTOCYTOSE",""
"S36100","PEMPHIGUS",""
"S36120","PEMPHIGUS FOLIACEUS",""
"S36140","PEMPHIGUS ERYTHEMATOSUS",""
"S36150","PEMPHIGUS VEGETANS",""
"S36170","BENIGN FAMILIÆR PEMPHIGUS",""
"S36180","BULLØST PEMFIGOID",""
"S36190","DERMATITIS HERPETIFORMIS",""
"S36220","TRANSITORISK AKANTOLYTISK DERMATOSE",""
"S36300","EPIDERMOLYSIS BULLOSA",""
"S38020","KOLLAGENOSE",""
"S38100","MUKOPOLYSAKKARIDOSE",""
"S38200","EHLERS-DANLOS SYNDROM",""
"S38300","SJØGRENS SYNDROM",""
"S38400","FEBRIS RHEUMATICA",""
"S38500","MARFANS SYNDROM",""
"S38600","MIXED CONNECTIVE TISSUE DISEASE",""
"S38670","LUPUS ERYTHEMATOSUS",""
"S38680","LUPUS ERYTHEMATOSUS DISCOIDES",""
"S38710","LUPUS ERYTHEMATOSUS SUBACUTUS",""
"S38720","LUPUS ERYTHEMATOSUS DISSEMINATUS",""
"S38760","SKLERODERMI",""
"S38770","PROGRESSIV SYSTEMISK SKLEROSE",""
"S38790","SCLERODERMA CIRCUMSCRIPTA, MORPHEA",""
"S38820","WEBER-CHRISTIANS SYGDOM",""
"S38900","AMYLOIDOSE",""
"S38910","SEKUNDÆR AMYLOIDOSE",""
"S38920","PRIMÆR AMYLOIDOSE",""
"S40050","UDGÅET PR. 01.01.96 - SE M99891",""
"S40050","MYELODYSPLASTISK SYNDROM",""
"S40050","PRÆLEUKÆMI",""
"S40060","UDGÅET PR. 01.01.96 - SE M99831",""
"S40060","REFRAKTÆR ANÆMI MED OVERVÆGT AF BLASTER",""
"S40100","ANÆMI",""
"S40150","MIKROCYTÆR HYPOKROM ANÆMI",""
"S40151","MIKROCYTÆR NORMOKROM ANÆMI",""
"S40170","NORMOCYTÆR HYPOKROM ANÆMI",""
"S40171","NORMOCYTÆR NORMOKROM ANÆMI",""
"S40200","HÆMOLYTISK ANÆMI",""
"S40220","HEREDITÆR HÆMOLYTISK ANÆMI",""
"S40310","APLASTISK ANÆMI",""
"S40330","FANCONIS ANÆMI",""
"S40330","FANCONI ANÆMI",""
"S40350","ANÆMI VED KRONISK SYGDOM",""
"S40420","BLACKFAN-DIAMONDS ANÆMI",""
"S40420","BLACKFAN-DIAMOND",""
"S40500","MEGALOBLASTÆR ANÆMI",""
"S40600","PERNICIØS ANÆMI",""
"S40720","JERNMANGELANÆMI",""
"S40790","UDGÅET PR. 01.01.96 - SE M99801",""
"S40790","REFRAKTÆR ANÆMI",""
"S40800","SIDEROBLASTANÆMI",""
"S40810","AKKVISIT SIDEROBLASTANÆMI",""
"S40820","HEREDITÆR SIDEROBLASTANÆMI",""
"S40910","HEREDITÆR SFÆROCYTOSE",""
"S40920","ANÆMI SEKUNDÆR TIL ERYTROCYT ENZYMMANGEL",""
"S41030","HEREDITÆR ELLIPTOCYTOSE",""
"S41030","HEREDITÆR ELIPTOCYTOSE",""
"S41250","HYPERSPLENISME",""
"S41300","HÆMOGLOBINOPATI",""
"S41410","SEGLCELLEANÆMI",""
"S41600","TALASSÆMI",""
"S41600","THALASSÆMI",""
"S41810","THALASSÆMIA MAJOR",""
"S41820","THALASSÆMIA MINOR",""
"S42000","PORFYRI",""
"S42500","ERHVERVET HÆMOLYTISK ANÆMI",""
"S42600","AUTOIMMUN HÆMOLYTISK ANÆMI",""
"S42700","AUTOIMMUN HÆMOLYTISK ANÆMI, MEDIKAMENTELT BETINGET",""
"S42940","HÆMOLYTISK, URÆMISK SYNDROM",""
"S43220","PAROKSYSMAL NOKTURN HÆMOGLOBINURI",""
"S43342","EOSINOFILI",""
"S43378","PLASMACYTOSE",""
"S43570","AGRANULOCYTOSE",""
"S43580","KONGENIT INFANTIL AGRANULOCYTOSE",""
"S44000","HÆMORAGISK DIATESE",""
"S44110","DISSEMINERET INTRAVASKULÆR KOAGULATION",""
"S44280","HÆMOFILI A",""
"S44940","GRÅ BLODPLADE SYNDROM",""
"S45030","THROMBOBLASTÆMI (GLANZMANN)",""
"S45410","IMMUNOLOGISK TROMBOCYTOPENISK PURPURA",""
"S45440","IDIOPATISK TROMBOCYTOPENISK PURPURA",""
"S45480","TROMBOTISK TROMBOCYTOPENISK PURPURA",""
"S45640","BERNARD-SOULIERS SYNDROM",""
"S45640","BERNARD-SOULIER SYNDROM",""
"S45870","SCHØNLEIN-HENOCHS PURPURA",""
"S46000","IMMUNDEFEKT SYNDROM",""
"S46010","PRIMÆR IMMUNDEFEKT SYNDROM",""
"S46070","DI GEORGES SYNDROM",""
"S46070","DI GEORGE SYNDROM",""
"S46080","NéZLOFS SYNDROM",""
"S46120","WISKOTT-ALDRICHS SYNDROM",""
"S46120","WISKOTT-ALDRICH SYNDROM",""
"S46400","HUMAN IMMUNDEFEKT VIRUS (HIV) INFEKTION",""
"S46400","HUMAN IMMUN DEFEKT VIRUS (HIV) INFEKTION",""
"S46401","AKUT HUMAN IMMUNDEFEKT VIRUS (HIV) INFEKTION",""
"S46401","AKUT HUMAN IMMUN DEFEKT VIRUS (HIV) INFEKTION",""
"S46402","ASYMPTOMATISK HUMAN IMMUNDEFEKT VIRUS (HIV) INFEKTION",""
"S46402","ASYMPTOMATISK HUMAN IMMUN DEFEKT VIRUS (HIV) INFEKTION",""
"S46403","AIDS-RELATERET KOMPLEKS (ARC)",""
"S46404","AKKVISIT IMMUNDEFEKT SYNDROM (AIDS)",""
"S46404","AKKVISIT IMMUN DEFEKT SYNDROM (AIDS)",""
"S46800","ERYTHROBLASTOSIS FOETALIS",""
"S46810","NEONATAL HÆMOLYTISK SYGDOM, AB0 INKOMPATIBILITET",""
"S46820","NEONATAL HÆMOLYTISK SYGDOM, RH INKOMPATIBILITET",""
"S46840","HYDROPS FOETALIS",""
"S46850","ICTERUS NEONATORUM",""
"S46850","IKTERUS NEONATORUM",""
"S46900","GRAFT-VERSUS-HOST DISEASE",""
"S47000","AUTOIMMUN SYGDOM",""
"S47210","MONOKLONAL GAMMOPATI",""
"S47220","WALDENSTRØMS MAKROGLOBULINÆMI",""
"S47300","HEAVY CHAIN DISEASE",""
"S47360","LET KÆDE SYGDOM, KAPPA",""
"S47370","LET KÆDE SYGDOM, LAMBDA",""
"S47410","BENIGN MONOKLONAL GAMMOPATI",""
"S47600","KRYOGLOBULINÆMI",""
"S47800","HYPERSENSITIVITET",""
"S47900","ASTHMA",""
"S48040","HYPERSENSITIVITET PNEUMONITIS",""
"S48080","ALLERGISK KUTAN VASCULITIS",""
"S48500","IMMUNPROLIFERATIV SYGDOM",""
"S49250","PIRINGERS LYMPHADENITIS",""
"S49270","KIMURAS SYGDOM",""
"S49271","ANGIOLYMFOID HYPERPLASI MED EOSINOFILI",""
"S50000","SYNDROM MED MULTIPLE MALFORMAT. I FLERE ORGANSYSTEMER",""
"S50620","BECKWITH-WIEDEMANNS SYNDROM",""
"S50880","MECKEL-GRUBERS SYNDROM",""
"S50890","PRADER-WILLIS SYNDROM",""
"S50960","ZELLWEGERS SYNDROM",""
"S50970","PRUNE BELLY SYNDROM",""
"S51030","FRASERS SYNDROM",""
"S51640","AMNIONBÅND SYNDROM",""
"S52020","AKONDROPLASI SYNDROM",""
"S52030","AKONDROGENESE",""
"S52290","METAFYSÆR DYSOSTOSE, JANSENS TYPE",""
"S52490","CHONDRODYSPLASIA PUNCTATA, RHIZOMELISK TYPE",""
"S52510","METAFYSÆR DYSOSTOSE, SCHMIDS TYPE",""
"S52550","THANATOFORISK DVÆRG SYNDROM",""
"S53000","SYNDROM MED MULTIPLE MALFORMAT.,KEMISK/FYSISK BETINGET",""
"S53220","VATER SYNDROM",""
"S54020","GORLINS SYNDROM",""
"S54060","GARDNERS SYNDROM",""
"S54250","NEUROFIBROMATOSE",""
"S54280","HEREDITÆR HÆMORAGISK TELEANGIEKTASI",""
"S54320","PEUTZ-JEGHERS SYNDROM",""
"S54340","OSTEOKONDROMATOSE SYNDROM (OLLIER)",""
"S54350","STURGE-WEBERS SYNDROM",""
"S54370","TUBERØS SKLEROSE",""
"S54380","VON HIPPEL-LINDAUS SYNDROM",""
"S55000","KROMOSOMSYGDOM",""
"S55010","MONOSOMI",""
"S55820","TRISOMI 8 SYNDROM",""
"S55904","TRISOMI 9 SYNDROM",""
"S56320","TRISOMI 13 SYNDROM",""
"S56820","TRISOMI 18 SYNDROM",""
"S57120","TRISOMI 21 SYNDROM",""
"S57430","TURNERS SYNDROM",""
"S57443","UDGÅET PR. 31.12.91 (SE S57430)",""
"S57443","TURNERS SYNDROM",""
"S57610","KLINEFELTERS SYNDROM","1"
"S57620","KLINEFELTERS SYNDROM, VARIANT",""
"S61410","MALLORY-WEISS' SYNDROM",""
"S61630","CRONKHITE-CANADAS SYNDROM",""
"S62020","INTESTINAL LYMFANGIEKTASI SYNDROM",""
"S62040","ENTEROPATI",""
"S62140","KRONISK INFLAMMATORISK TARMSYGDOM",""
"S62160","MORBUS CROHN",""
"S62170","SPRUE",""
"S62180","CØLIAKI",""
"S62180","COELIAKI",""
"S62320","DUMPING SYNDROM",""
"S62520","DIVERSIONSCOLITIS",""
"S62550","COLITIS ULCEROSA",""
"S62550","COLITIS ULCEROSA",""
"S62590","MORBUS HIRSCHSPRUNG",""
"S62820","PROCTITIS HAEMORRHAGICA",""
"S62830","DIVERSIONSPROCTITIS",""
"S63040","ASCITES",""
"S63340","LARGE DUCT OBSTRUCTION SYNDROM",""
"S63350","UDGÅET DEN 19/12-85",""
"S63350","STASEIKTERUS SYNDROM",""
"S63400","REKURRENT INTRAHEPATISK KOLESTASE",""
"S63400","IDIOPATISK REKURRENT KOLESTASE",""
"S63410","INTRAHEPATISK SVANGERSKABSKOLESTASE",""
"S63410","INTRAHEPATISK SVANGERSKABSKOLESTASE",""
"S63420","MEDIKAMENTEL INTRAHEPATISK KOLESTASE",""
"S63430","UDGÅET DEN 19/12-85",""
"S63430","STASEIKTERUS",""
"S63440","PARENKYMATØS IKTERUS",""
"S63450","UDGÅET DEN 19/12-85",""
"S63450","HEPATORENALT SYNDROM",""
"S63520","HEPATISK VENO-OKKLUSIVT SYNDROM",""
"S63530","BUDD-CHIARIS SYNDROM",""
"S63560","UDGÅET - FEJLOPRETTET",""
"S63570","UDGÅET DEN 19/12-85",""
"S63570","FOKAL NODULÆR LEVERHYPERPLASI SYNDROM",""
"S63580","AUTOIMMUN HEPATITIS",""
"S63590","ALKOHOLISK HEPATITIS",""
"S63600","KONGENIT LEVERSYGDOM",""
"S63605","SKLEROSERENDE CHOLANGITIS",""
"S63608","CHOLANGITIS LENTA",""
"S63610","USPECIFIK REAKTIV HEPATITIS",""
"S63630","TOKSISK/MEDIKAMENTEL HEPATITIS",""
"S63910","MUKOVISCIDOSE",""
"S65020","NYRESYGDOM",""
"S65031","HYDRONEFROSE",""
"S65050","TERMINAL NYRESYGDOM",""
"S65070","HÆMATURI SYNDROM",""
"S65080","PROTEINURI SYNDROM",""
"S65110","AKUT NYREINSUFFICIENS",""
"S65150","URÆMI",""
"S65300","KONGENIT NYRESYGDOM",""
"S65330","THIN GLOMERULAR BASEMENT MEMBRANE DISEASE",""
"S65610","RENAL OSTEODYSTROFI",""
"S66040","BARTTERS SYNDROM",""
"S67010","NEFRITISK SYNDROM",""
"S67020","NEFROTISK SYNDROM",""
"S67070","UDGÅET PR. 13.02.96 - SE M46842 - ÆYYY41",""
"S67070","MEMBRANOPROLIFERATIV GLOMERULONEFRITIS, TYPE I",""
"S67080","UDGÅET PR. 13.02.96 - SE M46842 - ÆYYY42",""
"S67080","MEMBRANOPROLIFERATIV GLOMERULONEFRITIS, TYPE II",""
"S67180","ALPORTS SYNDROM",""
"S67300","IGA GLOMERULONEPHRITIS",""
"S67300","BERGERS SYGDOM",""
"S67400","ANTI GBM GLOMERULONEPHRITIS",""
"S67400","GOODPASTURES SYNDROM",""
"S67500","KONGENIT NEFROTISK SYNDROM",""
"S67550","MINOR CHANGE DISEASE",""
"S67630","ISKÆMISK AKUT TUBULÆR NEKROSE",""
"S67905","HYDROURETER",""
"S70320","KONGENIT HJERTESYGDOM",""
"S70330","CYANOTISK KONGENIT HJERTESYGDOM",""
"S70340","ASPLENI SYNDROM",""
"S70350","POLYSPLENI SYNDROM",""
"S70370","EISENMENGERS SYNDROM",""
"S70382","SPECIFIK HJERTEMUSKELSYGDOM",""
"S70500","INCOMPENSATIO CORDIS",""
"S70570","ADAM-STOKES SYNDROM",""
"S70570","ADAM-STOKE SYNDROM",""
"S71000","KARDIOMYOPATI",""
"S71010","DILATERET KARDIOMYOPATI",""
"S71070","RESTRIKTIV KARDIOMYOPATI",""
"S71090","SEKUNDÆR KARDIOMYOPATI",""
"S71100","HYPERTROFISK KARDIOMYOPATI",""
"S71350","MYOCARDITIS HOS NYFØDT",""
"S71410","LØFFLERS ENDOMYOKARDIALE SYGDOM",""
"S71500","REUMATISK HJERTELIDELSE",""
"S72100","INFEKTIØS ENDOCARDITIS",""
"S72130","SUBAKUT BAKTERIEL ENDOCARDITIS",""
"S72160","IKKE-INFEKTIØS ENDOCARDITIS",""
"S72500","ISKÆMISK HJERTELIDELSE",""
"S72530","ANGINA PECTORIS",""
"S73040","MIKROANGIOPATI",""
"S73210","POLYARTERITIS NODOSA",""
"S73280","RAYNAUDS SYGDOM",""
"S73520","ARTERIOSKLEROTISK HJERTELIDELSE",""
"S73680","TAKAYASUS SYNDROM",""
"S73700","HYPERTENSIVT KARDIOVASKULÆRT SYNDROM",""
"S73710","HYPERTENSIV HJERTELIDELSE",""
"S73800","ESSENTIEL HYPERTENSION",""
"S74110","VENA CAVA SUPERIOR SYNDROM",""
"S74120","VENA CAVA INFERIOR SYNDROM",""
"S74150","PORTAL HYPERTENSION SYNDROM",""
"S74160","MONDORS SYGDOM",""
"S74420","HYPERTENSIV PULMONAL VASKULÆR SYGDOM",""
"S75080","PLEURITIS",""
"S75110","ALLERGISK ALVEOLITIS",""
"S76000","PNEUMOKONIOSE",""
"S76510","KRONISK OBSTRUKTIV LUNGELIDELSE",""
"S76830","IDIOPATISK FIBROSERENDE ALVEOLITIS",""
"S76850","HAMMAN-RICHS SYNDROM",""
"S76950","WEGENERS GRANULOMATOSE",""
"S77020","REUMATOID PNEUMONITIS SYNDROM",""
"S77040","CAPLANS SYNDROM",""
"S77050","RESPIRATORY DISTRESS SYNDROM",""
"S77060","NEONATAL RESPIRATORY DISTRESS SYNDROM",""
"S77080","RESPIRATORY DISTRESS SYNDROM HOS BARN",""
"S77090","RESPIRATORY DISTRESS SYNDROM HOS VOKSEN",""
"S77550","MASSIV PULMONAL BLØDNING HOS NYFØDT",""
"S8X000","MEDULLA SPINALIS SYGDOM",""
"S8X900","HEREDITÆR SENSORISK-MOTORISK NEUROPATI",""
"S8X910","HEREDITÆR SENSORISK-MOTORISK NEUROPATI, TYPE 1",""
"S8X920","HEREDITÆR SENSORISK-MOTORISK NEUROPATI, TYPE 2",""
"S8X930","HEREDITÆR SENSORISK-MOTORISK NEUROPATI, TYPE 3",""
"S8X940","HEREDITÆR SENSORISK-MOTORISK NEUROPATI, TYPE 4",""
"S8X950","HEREDITÆR SENSORISK-MOTORISK NEUROPATI, TYPE 5",""
"S8X960","HEREDITÆR SENSORISK-MOTORISK NEUROPATI, TYPE 6",""
"S8X970","HEREDITÆR SENSORISK-MOTORISK NEUROPATI, TYPE 7",""
"S80040","MYOPATI",""
"S80041","KONGENIT MYOPATI",""
"S80060","MITOKONDRIEL MYOPATI",""
"S80070","METABOLISK MYOPATI",""
"S80205","KONGENIT MUSKELDYSTROFI",""
"S80210","DYSTROPHIA MUSCULORUM PROGRESSIVA",""
"S80220","DYSTROPHIA MUSCULORUM PROGRESSIVA, DUCHENNES TYPE",""
"S80250","DYSTROPHIA MUSCULORUM PROGRESSIVA, FACIOSKAPULOHUMERAL TYPE",""
"S80290","OKULÆR MYOPATI",""
"S80310","DYSTROPHIA MUSCULORUM PROGRESSIVA, OKULOFARYNGEAL TYPE",""
"S80320","DYSTROPHIA MYOTONICA",""
"S80330","DYSTROPHIA MUSCULORUM PROGRESSIVA, SEN DISTAL TYPE",""
"S80340","DYSTROPHIA MUSCULORUM PROGRESSIVA, LIMB GIRDLE TYPE",""
"S80350","DYSTROPHIA MUSCULORUM PROGRESSIVA, BECKERS TYPE",""
"S80410","MYASTHENIA GRAVIS",""
"S80415","LAMBERT-EATONS MYASTENI SYNDROM",""
"S80440","PRIMÆR PERIODISK PARALYSE",""
"S80480","SEKUNDÆR PERIODISK PARALYSE",""
"S80530","KONGENIT MYOTONI",""
"S80600","SEKUNDÆR MYOPATI",""
"S80600","MYOPATI",""
"S80620","CENTRAL CORE DISEASE",""
"S80630","MULTI-CORE DISEASE",""
"S80650","NEMALINE MYOPATI",""
"S80660","MYOTUBULÆR MYOPATI",""
"S80670","CENTRONUKLEÆR MYOPATI",""
"S80680","KONGENIT FIBERTYPE DISPROPORTIONERING MYOPATI",""
"S80810","DERMATOMYOSITIS",""
"S80820","UDGÅET PR. 01.01.96 - SE S80920",""
"S80910","POLYMYOSITIS SYNDROM",""
"S80920","INCLUSION BODY MYOSITIS",""
"S81130","SPASTISK TETRAPLEGI SYNDROM",""
"S81400","SYGDOM I MOTORISK NEURON",""
"S81410","AMYOTROFISK LATERALSKLEROSE",""
"S81450","SPINAL MUSKULÆR ATROFI",""
"S81470","UDGÅET PR. 29.01.96 - SE S81450 - ÆYYY43",""
"S81470","HEREDITÆR PROKS.SPINAL MUSK.ATROFI, KUGELBERG-WELANDER",""
"S84110","CHEILITIS GRANULOMATOSA",""
"S84410","CHOREA HUNTINGTON",""
"S84500","PARALYSIS AGITANS",""
"S84501","LEWY BODY SYGDOM",""
"S84850","FRIEDREICHS HEREDITÆRE ATAKSI",""
"S84930","ATAXIA-TELEANGIECTASIA SYNDROM",""
"S85430","ALZHEIMERS SYGDOM",""
"S85480","PICKS SYGDOM",""
"S85790","PROGRESSIV FAMILIÆR MYOKLON EPILEPSI",""
"S87000","TOKSISK SYGDOM I NERVESYSTEM",""
"S87230","ANOKSISK HJERNESKADE SYNDROM",""
"S87250","WILSONS SYGDOM",""
"S87720","ALCOHOLISMUS CHRONICUS",""
"S88500","ENCEFALOPATI",""
"S88710","DISSEMINERET SKLEROSE",""
"S89030","APOPLEXIA CEREBRI",""
"S89140","HYPERTENSIV ENCEFALOPATI SYNDROM",""
"S89400","CEREBRORETINALT ARTERIOVENØST ANEURISME SYNDROM",""
"S90300","PSYKOSE",""
"S91130","DEPRESSIO MENTIS",""
"S96070","TRANSSEKSUALISME, PRÆOPERATIVT",""
"S96080","TRANSSEKSUALISME, POSTOPERATIVT",""
"TXX00Y","BLØDDELSVÆV I ORBITA",""
"TXX000","BULBUS OCULI",""
"TXX010","HØJRE ØJE",""
"TXX020","VENSTRE ØJE",""
"TXX110","SCLERA",""
"TXX200","CORNEA",""
"TXX310","CHORIOIDEA",""
"TXX500","IRIS",""
"TXX610","RETINA",""
"TXX700","LENS",""
"TXX810","ØJENLÅG",""
"TXX820","ØVRE ØJENLÅG",""
"TXX830","NEDRE ØJENLÅG",""
"TXX850","MEIBOMS KIRTEL",""
"TXX86X","CYTOLOGI, CONJUNCTIVA",""
"TXX860","CONJUNCTIVA",""
"TXX862","CARUNCULUS LACRIMALIS",""
"TXX900","APPARATUS LACRIMALIS",""
"TXX910","GLANDULA LACRIMALIS",""
"TXY000","ØRE",""
"TXY010","HØJRE ØRE",""
"TXY020","VENSTRE ØRE",""
"TXY100","YDRE ØRE",""
"TXY170","AURIKELBRUSK",""
"TXY200","YDRE ØREGANG",""
"TXY300","MELLEMØRE",""
"TXY320","MEMBRANA TYMPANICA",""
"TXY320","MEMBRANA TYMPANI",""
"TXY400","ØREKNOGLE",""
"TXY410","MALLEUS",""
"TXY420","INCUS",""
"TXY430","STAPES",""
"TXY460","RUNDE VINDUE",""
"TXY470","OVALE VINDUE",""
